id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
lido-dao,ldo,Lido DAO,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,1.031,923016981,75,1030976273,68415663,1.065,1.028,-0.014367569713614529,-1.37465,-13708254.421300292,-1.46342,895284406.677867,1000000000.0,1000000000.0,7.3,-85.79831,2021-08-20T08:35:20.158Z,0.40615,155.35687,2022-06-18T20:55:12.035Z,,2024-09-01T17:33:37.966Z
renzo-restaked-eth,ezeth,Renzo Restaked ETH,https://coin-images.coingecko.com/coins/images/34753/large/Ezeth_logo_circle.png?1713496404,2500.77,921254737,76,921256961,17287231,2560.99,2490.39,-45.73751418269285,-1.79609,-21679455.958714485,-2.29915,368260.898300608,368261.787436848,,4106.74,-39.12517,2024-03-12T00:44:29.429Z,2198.04,13.73644,2024-01-26T08:09:59.848Z,,2024-09-01T17:33:46.148Z
paypal-usd,pyusd,PayPal USD,https://coin-images.coingecko.com/coins/images/31212/large/PYUSD_Logo_%282%29.png?1696530039,0.99942,907576742,77,907576742,3906210,1.004,0.996767,-0.000410865991357534,-0.04109,-18452609.999731064,-1.99266,908164707.586369,908164707.586369,,1.021,-2.23939,2023-10-23T22:44:57.056Z,0.972731,2.58526,2024-01-03T12:05:24.231Z,,2024-09-01T17:33:39.251Z
jasmycoin,jasmy,JasmyCoin,https://coin-images.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1696513620,0.01844521,896194062,80,925437900,52633153,0.01913089,0.01838486,-0.000450366513965555,-2.38345,-20605485.791427255,-2.24755,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.61296,2021-02-16T03:53:32.207Z,0.00275026,574.09896,2022-12-29T20:41:09.113Z,,2024-09-01T17:33:37.432Z
sei-network,sei,Sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,0.271247,895525751,78,2713714396,58463476,0.286531,0.271002,-0.011281248760098565,-3.99296,-37351913.29591358,-4.00395,3300000000.0,10000000000.0,,1.14,-76.01134,2024-03-16T02:30:23.904Z,0.095364,186.69493,2023-10-19T08:05:30.655Z,,2024-09-01T17:33:39.623Z
celestia,tia,Celestia,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,4.3,894042703,79,4584092722,48535539,4.51,4.31,-0.09975393663169996,-2.26846,-21759720.9784441,-2.37603,208112020.900446,1067068493.15045,,20.85,-79.33081,2024-02-10T14:30:02.495Z,2.08,106.84933,2023-10-31T15:14:31.951Z,,2024-09-01T17:33:44.627Z
ronin-bridged-weth-ronin,weth,Ronin Bridged WETH (Ronin),https://coin-images.coingecko.com/coins/images/39716/large/WETH.PNG?1723731945,2463.48,888930578,81,888930578,499087,2522.2,2441.3,-42.7260753551036,-1.70481,-15057713.742724419,-1.6657,360699.586558314,360699.586558314,,2807.8,-12.19812,2024-08-24T17:07:47.789Z,2425.31,1.64909,2024-08-28T01:46:06.015Z,,2024-09-01T17:33:39.427Z
quant-network,qnt,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,60.59,881794062,82,885936021,10578247,63.06,60.63,-2.186860120837295,-3.48331,-31722726.16354239,-3.47259,14544176.164091088,14612493.0,14612493.0,427.42,-85.76816,2021-09-11T09:15:00.668Z,0.215773,28091.65028,2018-08-23T00:00:00.000Z,"{'times': 9.59355112765995, 'currency': 'eth', 'percentage': 959.3551127659949}",2024-09-01T17:33:39.202Z
ondo-finance,ondo,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,0.599062,865219843,83,5992803583,39879160,0.632308,0.596865,-0.028574358122185783,-4.55269,-40401753.653702855,-4.46122,1443764727.588207,10000000000.0,10000000000.0,1.48,-59.36526,2024-06-03T08:29:55.744Z,0.082171,631.26529,2024-01-18T12:14:30.524Z,,2024-09-01T17:33:40.734Z
ether-fi-staked-eth,eeth,ether.fi Staked ETH,https://coin-images.coingecko.com/coins/images/33049/large/ether.fi_eETH.png?1700473063,2461.54,844753443,84,4841040603,40290,2520.85,2444.59,-40.53841678958861,-1.62019,-10844026.763370037,-1.26742,342750.09217649605,1964202.8421994,,5307.23,-53.60147,2024-08-06T16:16:30.007Z,2155.76,14.22794,2024-02-08T11:26:30.368Z,,2024-09-01T17:33:45.506Z
notcoin,not,Notcoin,https://coin-images.coingecko.com/coins/images/33453/large/rFmThDiD_400x400.jpg?1701876350,0.00817909,839523963,85,839523963,139980997,0.00860158,0.00808758,-7.2160470877275e-05,-0.87454,-6642036.5155825615,-0.78496,102474435128.208,102474435128.208,102719221714.0,0.02836145,-71.10808,2024-06-02T18:00:38.587Z,0.00461057,77.72585,2024-05-24T07:12:14.147Z,,2024-09-01T17:33:39.206Z
flow,flow,Flow,https://coin-images.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1696513210,0.533175,815534558,86,815534558,19139490,0.560729,0.533216,-0.020936831074148014,-3.77845,-32185428.099407434,-3.79671,1528897406.12668,1528897406.12668,,42.4,-98.7401,2021-04-05T13:49:10.098Z,0.391969,36.27701,2023-09-11T19:41:06.528Z,,2024-09-01T17:33:46.688Z
klay-token,klay,Klaytn,https://coin-images.coingecko.com/coins/images/9672/large/klaytn.png?1696509742,0.13901,808982297,87,809277723,25597530,0.144182,0.137493,-0.001194857920626846,-0.85222,-4597051.597516656,-0.56504,5806693656.94806,5808814163.10525,,4.34,-96.77119,2021-03-30T03:44:28.828Z,0.06044,131.7939,2020-04-29T08:19:34.574Z,,2024-09-01T17:32:44.578Z
bitcoin-cash-sv,bsv,Bitcoin SV,https://coin-images.coingecko.com/coins/images/6799/large/BSV.png?1696507128,40.76,806808348,89,857842577,9663421,42.38,40.74,-1.3300393902398966,-3.1602,-24662196.047295213,-2.96609,19750681.25,21000000.0,21000000.0,489.75,-91.63632,2021-04-16T17:09:04.630Z,21.43,91.09642,2023-06-10T04:32:12.266Z,,2024-09-01T17:33:44.274Z
coredaoorg,core,Core,https://coin-images.coingecko.com/coins/images/28938/large/file_589.jpg?1701868471,0.887406,805369592,88,1863558003,32221967,0.951712,0.881286,-0.05308953079974699,-5.64485,-49418262.89670169,-5.78135,907552187.749224,2100000000.0,2100000000.0,6.14,-85.48643,2023-02-08T12:55:39.828Z,0.334237,166.77475,2023-11-03T01:20:55.441Z,,2024-09-01T17:33:45.618Z
bittorrent,btt,BitTorrent,https://coin-images.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,8.27966e-07,803609466,90,821664142,17930582,8.55598e-07,8.26693e-07,-1.9480083885e-08,-2.29868,-17088283.465180993,-2.08217,968246428571000.0,990000000000000.0,990000000000000.0,3.43e-06,-75.8049,2022-01-21T04:00:31.909Z,3.65368e-07,127.22745,2023-10-13T05:10:41.241Z,,2024-09-01T17:33:43.488Z
fasttoken,ftn,Fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,2.45,798804624,91,2160689162,71869485,2.47,2.41,0.03877008,1.60711,14114133.0,1.79869,325335120.37373453,880000000.0,1000000000.0,2.6,-5.4872,2024-08-27T18:23:15.020Z,0.398142,516.01527,2023-01-21T10:15:39.503Z,,2024-09-01T17:33:45.579Z
elrond-erd-2,egld,MultiversX,https://coin-images.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,27.54,753888302,92,754030261,14130571,29.01,27.38,-1.3591876568953332,-4.70352,-36754027.95278478,-4.64863,27360182.0,27365334.0,31415926.0,545.64,-94.92354,2021-11-23T10:33:26.737Z,6.51,325.70447,2020-10-07T01:44:53.554Z,,2024-09-01T17:33:45.231Z
usdd,usdd,USDD,https://coin-images.coingecko.com/coins/images/25380/large/UUSD.jpg?1696524513,0.998096,752132186,93,752132186,2417003,1.005,0.994069,-0.002282281958567501,-0.22814,-1433966.3184976578,-0.19029,753455069.614241,753455069.614241,,1.052,-5.10986,2023-10-23T22:45:25.398Z,0.928067,7.54316,2022-06-19T16:15:11.558Z,,2024-09-01T17:33:41.221Z
mantra-dao,om,MANTRA,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,0.880398,742403822,94,782665988,13534435,0.911909,0.880492,-0.023661407233474985,-2.61724,-19858717.461655855,-2.60523,843162368.65,888888888.0,888888888.0,1.41,-37.55497,2024-07-21T23:11:14.036Z,0.01726188,5014.76128,2023-10-12T17:25:09.068Z,,2024-09-01T17:33:38.325Z
based-brett,brett,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.073997,734311022,95,734311022,23342406,0.080716,0.072754,-0.006490247835676713,-8.06368,-62366215.685463786,-7.82829,9910172676.7225,9910172676.7225,9999998988.0,0.193328,-61.68169,2024-06-09T12:55:51.835Z,0.00084753,8640.71657,2024-02-29T08:40:24.951Z,,2024-09-01T17:33:43.201Z
flare-networks,flr,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.01550022,721370220,96,1591298411,3812061,0.0161673,0.01550192,-0.00049838100151646,-3.11515,-22188667.052086234,-2.98412,46459253314.1536,102486260077.738,,0.150073,-89.6496,2023-01-10T03:14:05.921Z,0.00827405,87.73322,2023-10-19T03:35:41.663Z,,2024-09-01T17:33:40.762Z
eos,eos,EOS,https://coin-images.coingecko.com/coins/images/738/large/eos-eos-logo.png?1696501893,0.460797,697835505,97,969267973,57188281,0.482625,0.462318,-0.019269805247864924,-4.01398,-28093677.56024003,-3.87003,1511918892.6293,2100000000.0,2100000000.0,22.71,-97.95524,2018-04-29T07:50:33.540Z,0.408029,13.8135,2024-08-05T06:45:13.453Z,"{'times': -0.5345485537766864, 'currency': 'usd', 'percentage': -53.45485537766864}",2024-09-01T17:33:44.957Z
beam-2,beam,Beam,https://coin-images.coingecko.com/coins/images/32417/large/chain-logo.png?1698114384,0.01342241,686500973,99,836973629,30237446,0.01479788,0.01338389,-0.001357281325474706,-9.18342,-70899676.13832104,-9.36092,51209507703.0,62434008330.0,62434008330.0,0.04416304,-69.54517,2024-03-10T10:40:22.381Z,0.0043383,210.02404,2023-10-29T08:20:14.064Z,,2024-09-01T17:33:43.626Z
gala,gala,GALA,https://coin-images.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,0.01784088,684554995,98,684555066,75652478,0.0191667,0.0178601,-0.001151130414006406,-6.06113,-42956840.07473397,-5.90462,38334628286.8458,38334632282.8458,50000000000.0,0.824837,-97.81594,2021-11-26T01:03:48.731Z,0.00013475,13269.23059,2020-12-28T08:46:48.367Z,,2024-09-01T17:33:46.702Z
axie-infinity,axs,Axie Infinity,https://coin-images.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1696512817,4.51,673351217,100,1218316152,20011097,4.75,4.51,-0.19038196146453235,-4.04904,-28675075.819954872,-4.08462,149226313.900959,270000000.0,270000000.0,164.9,-97.25587,2021-11-06T19:29:29.482Z,0.123718,3557.51418,2020-11-06T08:05:43.662Z,,2024-09-01T17:33:45.813Z
bitcoin,btc,Bitcoin,https://coin-images.coingecko.com/coins/images/1/large/bitcoin.png?1696501400,58009.0,1145722695874,1,1218353258953,21149614611,59130.0,57674.0,-905.5520788265203,-1.53706,-17639036304.88916,-1.51621,19748112.0,21000000.0,21000000.0,73738.0,-21.34108,2024-03-14T07:10:36.635Z,67.81,85436.53187,2013-07-06T00:00:00.000Z,,2024-09-01T17:44:35.329Z
ethereum,eth,Ethereum,https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628,2464.28,296281140163,2,296281140163,8162117260,2525.17,2447.2,-40.32211813055483,-1.60992,-5015589879.358887,-1.66467,120305767.32756,120305767.32756,,4878.26,-49.50369,2021-11-10T14:24:19.604Z,0.432979,568828.83932,2015-10-20T00:00:00.000Z,"{'times': 55.808346447692955, 'currency': 'btc', 'percentage': 5580.834644769296}",2024-09-01T17:44:38.636Z
tether,usdt,Tether,https://coin-images.coingecko.com/coins/images/325/large/Tether.png?1696501661,1.0,118243520787,3,118243520787,26540025853,1.004,0.997862,0.00032748,0.03275,23417072.0,0.01981,118228802316.484,118228802316.484,,1.32,-24.36451,2018-07-24T00:00:00.000Z,0.572521,74.79353,2015-03-02T00:00:00.000Z,,2024-09-01T17:44:43.503Z
binancecoin,bnb,BNB,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,517.24,75516796298,4,75516796298,457665308,535.34,514.14,-15.075655502039808,-2.83208,-2141670903.6535187,-2.75781,145887575.79,145887575.79,200000000.0,717.48,-27.94764,2024-06-06T14:10:59.816Z,0.0398177,1298211.85837,2017-10-19T00:00:00.000Z,,2024-09-01T17:44:35.653Z
solana,sol,Solana,https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756,132.37,61742238965,5,77214839714,2022749870,136.29,130.35,-3.3739793803516136,-2.48556,-1565798203.0726395,-2.4733,466584922.88757,583511071.799565,,259.96,-49.09862,2021-11-06T21:54:35.825Z,0.500801,26322.2286,2020-05-11T19:35:23.449Z,,2024-09-01T17:44:41.799Z
usd-coin,usdc,USDC,https://coin-images.coingecko.com/coins/images/6319/large/usdc.png?1696506694,1.0,34732653257,6,34732889855,3302928170,1.002,0.996174,0.00054714,0.05472,8430146.0,0.02428,34716727218.3794,34716963708.4092,,1.17,-14.68793,2019-05-08T00:40:28.300Z,0.877647,13.99348,2023-03-11T08:02:13.981Z,,2024-09-01T17:44:42.389Z
ripple,xrp,XRP,https://coin-images.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1696501442,0.55342,31113856250,7,55304959392,535393957,0.568124,0.552618,-0.0104755348456701,-1.85771,-608584440.3322678,-1.91847,56251561168.0,99987294444.0,100000000000.0,3.4,-83.7204,2018-01-07T00:00:00.000Z,0.00268621,20496.10755,2014-05-22T00:00:00.000Z,,2024-09-01T17:44:32.640Z
staked-ether,steth,Lido Staked Ether,https://coin-images.coingecko.com/coins/images/13442/large/steth_logo.png?1696513206,2462.87,24129975789,8,24130169992,31035349,2525.4,2446.31,-41.250157720777224,-1.64729,-415644420.5918503,-1.69335,9798013.4992758,9798092.35574212,,4829.57,-48.99753,2021-11-10T14:40:47.256Z,482.9,410.08895,2020-12-22T04:08:21.854Z,,2024-09-01T17:44:41.156Z
